0,Sunday,11AM,6PM,18MFF-0022,1157312,11:00,18:00,37.78550222,-122.4082069
2,Tuesday,10AM,3PM,18MFF-0023,1157329,10:00,15:00,37.79881157,-122.3996647
5,Friday,11AM,2PM,18MFF-0022,1157313,11:00,14:00,37.78768719,-122.3994902
2,Tuesday,11AM,2PM,18MFF-0022,1157313,11:00,14:00,37.78768719,-122.3994902
1,Monday,11AM,2PM,18MFF-0022,1157313,11:00,14:00,37.78768719,-122.3994902
6,Saturday,11AM,6PM,18MFF-0022,1157312,11:00,18:00,37.78550222,-122.4082069
3,Wednesday,11AM,2PM,18MFF-0023,1157328,11:00,14:00,37.77632414,-122.4173264
1,Monday,11AM,2PM,18MFF-0023,1157328,11:00,14:00,37.77632414,-122.4173264
3,Wednesday,11AM,2PM,18MFF-0025,1161222,11:00,14:00,37.79215991,-122.4009652
1,Monday,11AM,2PM,18MFF-0025,1161222,11:00,14:00,37.79215991,-122.4009652
2,Tuesday,11AM,2PM,18MFF-0025,1161222,11:00,14:00,37.79215991,-122.4009652
4,Thursday,11AM,2PM,18MFF-0025,1161222,11:00,14:00,37.79215991,-122.4009652
5,Friday,11AM,2PM,18MFF-0025,1161222,11:00,14:00,37.79215991,-122.4009652
5,Friday,7AM,6PM,18MFF-0026,1162114,7:00,18:00,37.74214059,-122.4057366
3,Wednesday,7AM,6PM,18MFF-0026,1162114,7:00,18:00,37.74214059,-122.4057366
2,Tuesday,7AM,6PM,18MFF-0026,1162114,7:00,18:00,37.74214059,-122.4057366
0,Sunday,7AM,6PM,18MFF-0026,1162115,7:00,18:00,37.71268861,-122.4319349
1,Monday,7AM,6PM,18MFF-0026,1162114,7:00,18:00,37.74214059,-122.4057366
6,Saturday,7AM,6PM,18MFF-0026,1162114,7:00,18:00,37.74214059,-122.4057366
4,Thursday,7AM,6PM,18MFF-0026,1162114,7:00,18:00,37.74214059,-122.4057366
4,Thursday,10PM,12AM,17MFF-0190,1163405,22:00,24:00:00,37.7592075,-122.4190383
5,Friday,10PM,12AM,17MFF-0190,1163405,22:00,24:00:00,37.7592075,-122.4190383
5,Friday,12AM,3AM,17MFF-0190,1163405,0:00,3:00,37.7592075,-122.4190383
3,Wednesday,7AM,8PM,16MFF-0137,916855,7:00,20:00,37.78312466,-122.3937742
0,Sunday,12AM,3AM,17MFF-0190,1163405,0:00,3:00,37.7592075,-122.4190383
6,Saturday,12AM,3AM,17MFF-0190,1163405,0:00,3:00,37.7592075,-122.4190383
